Code	Name	Description	Department	Course	Program	Size	Actual Size	Subjects	Size Of Students	Priority	Internal Publisher	Tags	Notes 1	Notes 2	Number of Students	Locked	Hours	
3002_01_IA25_T3_M1_B/01	3002_01_IA25_T3_M1_B/01		UNSW College	DP	3002_01_IA25_T3_M1_B	3	0	AELC1303_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IA25_T3_M1_B_FAIL/01	3002_01_IA25_T3_M1_B_FAIL/01		UNSW College	DP	3002_01_IA25_T3_M1_B_FAIL	2	0	AELC1303_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; ENGI1372_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IA25_T3_M2_A_E/01	3002_01_IA25_T3_M2_A_E/01		UNSW College	DP	3002_01_IA25_T3_M2_A_E	2	0	AELC1303_C_2025_KENS_DP_OC; EEET1381_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; PHSC1322_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IA25_T3_M2_A_E/02	3002_01_IA25_T3_M2_A_E/02		UNSW College	DP	3002_01_IA25_T3_M2_A_E	1	0	AELC1303_C_2025_KENS_DP_OC; EEET1381_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; PHSC1324_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IA25_T3_M2_A_E/03	3002_01_IA25_T3_M2_A_E/03		UNSW College	DP	3002_01_IA25_T3_M2_A_E	2	0	AELC1303_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; CHMS1331_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IA25_T3_M2_A_E/04	3002_01_IA25_T3_M2_A_E/04		UNSW College	DP	3002_01_IA25_T3_M2_A_E	1	0	AELC1303_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IA25_T3_M2_A_E/05	3002_01_IA25_T3_M2_A_E/05		UNSW College	DP	3002_01_IA25_T3_M2_A_E	2	0	AELC1303_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; EEET1381_C_2025_KENS_DP_OC; PHSC1322_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IA25_T3_M2_A_E/06	3002_01_IA25_T3_M2_A_E/06		UNSW College	DP	3002_01_IA25_T3_M2_A_E	1	0	AELC1303_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; EEET1381_C_2025_KENS_DP_OC; PHSC1324_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IA25_T3_M2_A_E/07	3002_01_IA25_T3_M2_A_E/07		UNSW College	DP	3002_01_IA25_T3_M2_A_E	1	0	AELC1303_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTSC1361_C_2025_KENS_DP_OC; PHSC1324_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IA25_T3_M2_A_E/08	3002_01_IA25_T3_M2_A_E/08		UNSW College	DP	3002_01_IA25_T3_M2_A_E	2	0	AELC1303_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTSC1361_C_2025_KENS_DP_OC; PHSC1322_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IA25_T3_M2_A_E_FAIL/01	3002_01_IA25_T3_M2_A_E_FAIL/01		UNSW College	DP	3002_01_IA25_T3_M2_A_E_FAIL	2	0	AELC1303_C_2025_KENS_DP_OC; CHMS1332_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC; MTSC1361_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IA25_T3_M2_A_E_FAIL/02	3002_01_IA25_T3_M2_A_E_FAIL/02		UNSW College	DP	3002_01_IA25_T3_M2_A_E_FAIL	2	0	AELC1303_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IA25_T3_M2_A_E_FAIL/03	3002_01_IA25_T3_M2_A_E_FAIL/03		UNSW College	DP	3002_01_IA25_T3_M2_A_E_FAIL	2	0	AELC1303_C_2025_KENS_DP_OC; EEET1381_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC; PHSC1322_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IA25_T3_M2_A_E_FAIL/04	3002_01_IA25_T3_M2_A_E_FAIL/04		UNSW College	DP	3002_01_IA25_T3_M2_A_E_FAIL	2	0	AELC1303_C_2025_KENS_DP_OC; EEET1381_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC; PHSC1324_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IA25_T3_M2_A_FAIL/01	3002_01_IA25_T3_M2_A_FAIL/01		UNSW College	DP	3002_01_IA25_T3_M2_A_FAIL	10	0	AELC1303_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC; PHSC1322_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IA25_T3_M2_B/01	3002_01_IA25_T3_M2_B/01		UNSW College	DP	3002_01_IA25_T3_M2_B	2	0	AELC1303_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; PHSC1321_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IA25_T3_M2_B/02	3002_01_IA25_T3_M2_B/02		UNSW College	DP	3002_01_IA25_T3_M2_B	1	0	AELC1303_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; PHSC1323_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IA25_T3_M2_B_FAIL/01	3002_01_IA25_T3_M2_B_FAIL/01		UNSW College	DP	3002_01_IA25_T3_M2_B_FAIL	1	0	AELC1303_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IB25_T2_A_core_M1_FAIL/01	3002_01_IB25_T2_A_core_M1_FAIL/01		UNSW College	DP	3002_01_IB25_T2_M1_A_FAIL	10	0	AELC1302_C_2025_KENS_DP_OC; CPTG1391_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1312_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_A_electives_M1/01	3002_01_IB25_T2_A_electives_M1/01		UNSW College	DP	3002_01_IB25_T2_M1_A_E	3	0	AELC1302_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_A_electives_M1/02	3002_01_IB25_T2_A_electives_M1/02		UNSW College	DP	3002_01_IB25_T2_M1_A_E	3	0	AELC1302_C_2025_KENS_DP_OC; EEET1381_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_A_electives_M1/03	3002_01_IB25_T2_A_electives_M1/03		UNSW College	DP	3002_01_IB25_T2_M1_A_E	3	0	AELC1302_C_2025_KENS_DP_OC; CHMS1331_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_A_electives_M1/04	3002_01_IB25_T2_A_electives_M1/04		UNSW College	DP	3002_01_IB25_T2_M1_A_E	3	0	AELC1302_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_A_M1/01	3002_01_IB25_T2_A_M1/01		UNSW College	DP	3002_01_IB25_T2_M1_A	20	0	AELC1302_C_2025_KENS_DP_OC; CPTG1391_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_B_core_M1/01	3002_01_IB25_T2_B_core_M1/01		UNSW College	DP	3002_01_IB25_T2_M1_B	3	0	AELC1302_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_B_core_M1_FAIL/01	3002_01_IB25_T2_B_core_M1_FAIL/01		UNSW College	DP	3002_01_IB25_T2_M1_B_FAIL	2	0	AELC1302_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1312_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IB25_T2_M1_A_E_FAIL/01	3002_01_IB25_T2_M1_A_E_FAIL/01		UNSW College	DP	3002_01_IB25_T2_M1_A_E_FAIL	1	0	AELC1302_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1312_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_M1_A_E_FAIL/02	3002_01_IB25_T2_M1_A_E_FAIL/02		UNSW College	DP	3002_01_IB25_T2_M1_A_E_FAIL	1	0	AELC1302_C_2025_KENS_DP_OC; EEET1381_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1312_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_M1_A_E_FAIL/03	3002_01_IB25_T2_M1_A_E_FAIL/03		UNSW College	DP	3002_01_IB25_T2_M1_A_E_FAIL	1	0	AELC1302_C_2025_KENS_DP_OC; CHMS1331_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1312_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_M1_A_E_FAIL/04	3002_01_IB25_T2_M1_A_E_FAIL/04		UNSW College	DP	3002_01_IB25_T2_M1_A_E_FAIL	1	0	AELC1302_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1312_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_M1_A_E_FAIL/05	3002_01_IB25_T2_M1_A_E_FAIL/05		UNSW College	DP	3002_01_IB25_T2_M1_A_E_FAIL	1	0	AELC1302_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC; PHSC1321_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_M1_A_E_FAIL/06	3002_01_IB25_T2_M1_A_E_FAIL/06		UNSW College	DP	3002_01_IB25_T2_M1_A_E_FAIL	1	0	AELC1302_C_2025_KENS_DP_OC; EEET1381_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC; PHSC1321_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_M1_A_E_FAIL/07	3002_01_IB25_T2_M1_A_E_FAIL/07		UNSW College	DP	3002_01_IB25_T2_M1_A_E_FAIL	1	0	AELC1302_C_2025_KENS_DP_OC; CHMS1331_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC; PHSC1321_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_M1_A_E_FAIL/08	3002_01_IB25_T2_M1_A_E_FAIL/08		UNSW College	DP	3002_01_IB25_T2_M1_A_E_FAIL	1	0	AELC1302_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC; PHSC1321_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_M1_A_E_FAIL/09	3002_01_IB25_T2_M1_A_E_FAIL/09		UNSW College	DP	3002_01_IB25_T2_M1_A_E_FAIL	1	0	AELC1302_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC; PHSC1323_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_M1_A_E_FAIL/10	3002_01_IB25_T2_M1_A_E_FAIL/10		UNSW College	DP	3002_01_IB25_T2_M1_A_E_FAIL	1	0	AELC1302_C_2025_KENS_DP_OC; CHMS1331_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC; PHSC1323_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_M1_A_E_FAIL/11	3002_01_IB25_T2_M1_A_E_FAIL/11		UNSW College	DP	3002_01_IB25_T2_M1_A_E_FAIL	1	0	AELC1302_C_2025_KENS_DP_OC; EEET1381_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC; PHSC1323_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_M1_A_E_FAIL/12	3002_01_IB25_T2_M1_A_E_FAIL/12		UNSW College	DP	3002_01_IB25_T2_M1_A_E_FAIL	1	0	AELC1302_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC; PHSC1323_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_M1_A_E_FAIL/13	3002_01_IB25_T2_M1_A_E_FAIL/13		UNSW College	DP	3002_01_IB25_T2_M1_A_E_FAIL	1	0	AELC1302_C_2025_KENS_DP_OC; CHMS1331_C_2025_KENS_DP_OC; CPTG1391_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_M1_A_E_FAIL/14	3002_01_IB25_T2_M1_A_E_FAIL/14		UNSW College	DP	3002_01_IB25_T2_M1_A_E_FAIL	1	0	AELC1302_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; CPTG1391_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IB25_T2_M1_B_FAIL/01	3002_01_IB25_T2_M1_B_FAIL/01		UNSW College	DP	3002_01_IB25_T2_M1_B_FAIL	2	0	AELC1302_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC; PHSC1321_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IB25_T2_M1_B_FAIL/03	3002_01_IB25_T2_M1_B_FAIL/03		UNSW College	DP	3002_01_IB25_T2_M1_B_FAIL	2	0	AELC1302_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC; PHSC1323_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IB25_T2_M1_B_FAIL/04	3002_01_IB25_T2_M1_B_FAIL/04		UNSW College	DP	3002_01_IB25_T2_M1_B_FAIL	2	0	AELC1302_C_2025_KENS_DP_OC; CPTG1391_C_2025_KENS_DP_OC; EEET1381_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				0	false	Not defined
3002_01_IC25_T1_A_M1/01	3002_01_IC25_T1_A_M1/01		UNSW College	DP	3002_01_IC25_T1_M1_A	45	0	AELC1301_C_2025_KENS_DP_OC; MTHS1312_C_2025_KENS_DP_OC; PHSC1321_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IC25_T1_A_M1/02	3002_01_IC25_T1_A_M1/02		UNSW College	DP	3002_01_IC25_T1_M1_A	8	0	AELC1304_C_2025_KENS_DP_OC; MTHS1312_C_2025_KENS_DP_OC; PHSC1321_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IC25_T1_A_M1/03	3002_01_IC25_T1_A_M1/03		UNSW College	DP	3002_01_IC25_T1_M1_A	4	0	AELC1301_C_2025_KENS_DP_OC; MTHS1312_C_2025_KENS_DP_OC; PHSC1323_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IC25_T1_A_M1/04	3002_01_IC25_T1_A_M1/04		UNSW College	DP	3002_01_IC25_T1_M1_A	1	0	AELC1304_C_2025_KENS_DP_OC; MTHS1312_C_2025_KENS_DP_OC; PHSC1323_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IC25_T1_B_M1/01	3002_01_IC25_T1_B_M1/01		UNSW College	DP	3002_01_IC25_T1_M1_B	1	0	AELC1301_C_2025_KENS_DP_OC; CPTG1391_C_2025_KENS_DP_OC; MTHS1312_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IC25_T1_B_M1/02	3002_01_IC25_T1_B_M1/02		UNSW College	DP	3002_01_IC25_T1_M1_B	2	0	AELC1304_C_2025_KENS_DP_OC; CPTG1391_C_2025_KENS_DP_OC; MTHS1312_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IC25_T3_A_core_M1/01	3002_01_IC25_T3_A_core_M1/01		UNSW College	DP	3002_01_IA25_T3_M1_A	20	0	AELC1303_C_2025_KENS_DP_OC; CPTG1391_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IC25_T3_A_core_M1_FAIL/01	3002_01_IC25_T3_A_core_M1_FAIL/01		UNSW College	DP	3002_01_IA25_T3_M1_A_FAIL	6	0	AELC1303_C_2025_KENS_DP_OC; CHMS1331_C_2025_KENS_DP_OC; EEET1381_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3002_01_IC25_T3_A_Electives_M1/01	3002_01_IC25_T3_A_Electives_M1/01		UNSW College	DP	3002_01_IA25_T3_M1_A_E	10	0	AELC1303_C_2025_KENS_DP_OC; CHMS1332_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC	1	High	false				0	false	Student - Standard Hours
3003_01_IA25_T3_M1/01	3003_01_IA25_T3_M1/01	Diploma of Computer Science (3003_01_IA25) Term 3 Maths Fundamentals Planning Enrolments	UNSW College	DP	3003_01_IA25_T3_M1	18	18	AELC1303_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC	4	High	false				5	false	Student - Standard Hours
3003_01_IA25_T3_M1/02	3003_01_IA25_T3_M1/02	Diploma of Computer Science (3003_01_IA25) Term 3 Maths Fundamentals Planning Enrolments	UNSW College	DP	3003_01_IA25_T3_M1	4	4	AELC1303_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC; PHSC1322_C_2025_KENS_DP_OC	1	High	false				4	false	Student - Standard Hours
3003_01_IA25_T3_M1/03	3003_01_IA25_T3_M1/03	Diploma of Computer Science (3003_01_IA25) Term 3 Maths Fundamentals Planning Enrolments	UNSW College	DP	3003_01_IA25_T3_M1	1	1	AELC1303_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC; PHSC1324_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3003_01_IA25_T3_M1/04	3003_01_IA25_T3_M1/04	Diploma of Computer Science (3003_01_IA25) Term 3 Maths Fundamentals Planning Enrolments	UNSW College	DP	3003_01_IA25_T3_M1	4	4	AELC1303_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC	1	High	false				4	false	Student - Standard Hours
3003_01_IA25_T3_M1_FAIL/01	3003_01_IA25_T3_M1_FAIL/01	Diploma of Computer Science (3003_01_IA25) Term 3 Maths Fundamentals Fail Term 2 Subject CPTG1392	UNSW College	DP	3003_01_IA25_T3_M1_FAIL	4	4	AELC1303_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC	1	High	false				4	false	Student - Standard Hours
3003_01_IA25_T3_M1_FAIL/02	3003_01_IA25_T3_M1_FAIL/02	Diploma of Computer Science (3003_01_IA25) Term 3 Maths Fundamentals Fail Term 2 Subject CPTG1392	UNSW College	DP	3003_01_IA25_T3_M1_FAIL	4	4	AELC1303_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC	1	High	false				4	false	Student - Standard Hours
3003_01_IA25_T3_M1_FAIL/05	3003_01_IA25_T3_M1_FAIL/05	Diploma of Computer Science (3003_01_IA25) Term 3 Maths Fundamentals Fail Term 2 Subject MTHS1313	UNSW College	DP	3003_01_IA25_T3_M1_FAIL	2	2	AELC1303_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3003_01_IA25_T3_M1_FAIL/06	3003_01_IA25_T3_M1_FAIL/06	Diploma of Computer Science (3003_01_IA25) Term 3 Maths Fundamentals Fail Term 2 Subject MTHS1313	UNSW College	DP	3003_01_IA25_T3_M1_FAIL	2	2	AELC1303_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3003_01_IA25_T3_M1_FAIL/07	3003_01_IA25_T3_M1_FAIL/07	Diploma of Computer Science (3003_01_IA25) Term 3 Maths Fundamentals Fail Term 2 Subject MTHS1313	UNSW College	DP	3003_01_IA25_T3_M1_FAIL	2	2	AELC1303_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1313_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3003_01_IA25_T3_M1_FAIL/08	3003_01_IA25_T3_M1_FAIL/08	Diploma of Computer Science (3003_01_IA25) Term 3 Maths Fundamentals Fail Term 2 Subject CAL2	UNSW College	DP	3003_01_IA25_T3_M1_FAIL	1	1	AELC1302_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3003_01_IA25_T3_M1_FAIL/09	3003_01_IA25_T3_M1_FAIL/09	Diploma of Computer Science (3003_01_IA25) Term 3 Maths Fundamentals Fail Term 2 Subject CAL2	UNSW College	DP	3003_01_IA25_T3_M1_FAIL	1	1	AELC1302_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC; PHSC1322_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3003_01_IA25_T3_M1_FAIL/10	3003_01_IA25_T3_M1_FAIL/10	Diploma of Computer Science (3003_01_IA25) Term 3 Maths Fundamentals Fail Term 2 Subject CAL2	UNSW College	DP	3003_01_IA25_T3_M1_FAIL	1	1	AELC1302_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC; PHSC1324_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3003_01_IA25_T3_M1_FAIL/11	3003_01_IA25_T3_M1_FAIL/11	Diploma of Computer Science (3003_01_IA25) Term 3 Maths Fundamentals Fail Term 2 Subject CAL2	UNSW College	DP	3003_01_IA25_T3_M1_FAIL	1	1	AELC1302_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
3003_01_IA25_T3_M2/01	3003_01_IA25_T3_M2/01	Diploma of Computer Science (3003_01_IA25) Term 3 Maths 1A Stream Planning Enrolments	UNSW College	DP	3003_01_IA25_T3_M2	17	17	AELC1303_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC	2	High	false				9	false	Student - Standard Hours
3003_01_IA25_T3_M2/02	3003_01_IA25_T3_M2/02	Diploma of Computer Science (3003_01_IA25) Term 3 Maths 1A Planning Enrolments	UNSW College	DP	3003_01_IA25_T3_M2	5	5	AELC1303_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; PHSC1322_C_2025_KENS_DP_OC	1	High	false				5	false	Student - Standard Hours
3003_01_IA25_T3_M2/03	3003_01_IA25_T3_M2/03	Diploma of Computer Science (3003_01_IA25) Term 3 Maths 1A Planning Enrolments	UNSW College	DP	3003_01_IA25_T3_M2	2	2	AELC1303_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; PHSC1324_C_2025_KENS_DP_OC	1	High	false				2	false	Student - Standard Hours
3003_01_IA25_T3_M2_FAIL/01	3003_01_IA25_T3_M2_FAIL/01	Diploma of Computer Science (3003_01_IA25) Term 3 Maths 1A Fail Term 2 Subjects MTHS1314	UNSW College	DP	3003_01_IA25_T3_M2_FAIL	6	6	AELC1303_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC	1	High	false				6	false	Student - Standard Hours
3003_01_IA25_T3_M2_FAIL/02	3003_01_IA25_T3_M2_FAIL/02	Diploma of Computer Science (3003_01_IA25) Term 3 Maths 1A Fail Term 2 Subjects MTHS1314	UNSW College	DP	3003_01_IA25_T3_M2_FAIL	6	6	AELC1303_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC	1	High	false				6	false	Student - Standard Hours
3003_01_IA25_T3_M2_FAIL/03	3003_01_IA25_T3_M2_FAIL/03	Diploma of Computer Science (3003_01_IA25) Term 3 Maths 1A Fail Term 2 Subjects MTHS1314	UNSW College	DP	3003_01_IA25_T3_M2_FAIL	6	6	AELC1303_C_2025_KENS_DP_OC; ENGI1371_C_2025_KENS_DP_OC; MTHS1314_C_2025_KENS_DP_OC	1	High	false				6	false	Student - Standard Hours
3003_01_IA25_T3_M2_FAIL/04	3003_01_IA25_T3_M2_FAIL/04	Diploma of Computer Science (3003_01_IA25) Term 3 Maths 1A Fail Term 2 Subjects CAL2	UNSW College	DP	3003_01_IA25_T3_M2_FAIL	1	1	AELC1302_C_2025_KENS_DP_OC; BLSC1342_C_2025_KENS_DP_OC; CPTG1392_C_2025_KENS_DP_OC; CPTG1393_C_2025_KENS_DP_OC	1	High	false				1	false	Student - Standard Hours
